,Name der Münze,Herkunftsland,Ausgabejahr,Menge in Mill.,Landspezifisch?,Prägestätte,Wert,Details
294,30. Jahrestag der gesetzlichen Festlegung des Volljährigkeitsalters auf 18 Jahre,Andorra,2015,0.085,False,,2 euro,"1985 wurden in Andorra das Volljährigkeitsalter und die damit einhergehenden politischen Rechte für Männer und Frauen auf 18 Jahre festgelegt. Die von der italienischen Medailleurin Orietta Rossi gestaltete Münze zeigt partiell einen jungen Menschen bei der Stimmabgabe, dem Einwurf des mit „ANDORRA“ beschrifteten Stimmzettels in die Wahlurne. Darüber werden die Jahreszahlen „1985“ und „2015“ genannt. Die Umschrift lautet „30è ANIVERSARI MAJORIA D’EDAT ALS 18 ANYS“ (30 Jahre Volljährigkeit für 18-Jährige). Andorranische Münzen werden alternierend in den Ländern der Kofürsten von Andorra geprägt; 2015 betraf dies Frankreich mit der Monnaie de Paris in Pessac. Wegen organisatorischer Probleme konnte die Münze erst 2016 ausgegeben werden."
246,70 Jahre Frieden und Sicherheit in Europa,France,2015,4.021,False,,2 euro,"70 Jahre nach dem Ende des Zweiten Weltkriegs herrscht in Europa Frieden und Sicherheit, nicht zuletzt, da die Europäer die Europäische Union schufen, um Frieden und Wohlstand zu sichern – verschiedene Kulturen, Traditionen und Sprachen einbeziehend. Der Münzdesigner Joaquin Jimenez wählte als Motiv eine Friedenstaube, die im Schnabel einen Ölzweig trägt, dessen Blätter als zwölf Sterne der Europaflagge ausgebildet sind. Die (damals) 28 Mitgliedstaaten der EU werden durch ihre Länderkürzel wiedergegeben.544 Links sind ein Füllhorn als Münzstättenzeichen der Monnaie de Paris in Pessac und ein Fünfeck263 als Münzmeisterzeichen Yves Sampos abgebildet, unten das Landeskürzel „RF“ (République française, Französische Republik), rechts daneben der Europastern des Eurosternmünzen-Programms,545 sowie das Signet des Designers546 und das Ausgabejahr „2015“ rechts."
292,75. Todestag von Spyros Louis,Greece,2015,0.75,False,,2 euro,"1896, bei den ersten Olympischen Spielen der Neuzeit, wurde auf Anregung des Philhellenen Michel Bréal ein Marathonlauf durchgeführt.679 Seinerzeit wurden den Siegern silberne Medaillen überreicht, der Sieger des Marathonlaufs, Spyros Louis, erhielt zusätzlich einen von Bréal gespendeten Silberpokal überreicht, der im Besitz der Familie unbeschadet das turbulente 20. Jahrhundert überstand und heute im Akropolismuseum präsentiert wird.680 Den 15 cm hohen Pokal zieren im Jugendstil als Relief gefertigte Vögel, ein Insekt und Sumpfpflanzen wie die Ritterlichkeit symbolisierende Schwertlilie,681 die früher in den – Mitte des 20. Jahrhunderts trockengelegten – Sümpfen bei Marathon heimisch waren. Die Inschrift lautet: „Olympische Spiele – 1896 – Marathon Pokal – gespendet von Michel Bréal“. Der Münzentwurf stellt den Sportler nach einem zeitgenössischen Foto dar,682 gekleidet in der Tracht der Evzonen und vor dem als Zieleinlauf dienenden Panathenäischen Stadion, einer Rekonstruktion des um 330 v. Chr. für die Panathenäischen Spiele erbauten Stadions. Links steht der Staatsname „ΕΛΛΗΝΙΚΗ ΔΗΜΟΚΡΑΤΙΑ“ (Hellenische Republik) und rechts „75 XΡONIA MNHMHΣ ΣΡYPOY ΛOYH“ (75 Jahre des Gedenkens an Spyros Louis). Über dem Pokal ist das Ausgabejahr „2015“, rechts davon eine Palmette als Münzstättenzeichen der Prägestätte Νομισματοκοπείο / Nomismatokopeio (Münzprägeanstalt, Eigenbezeichnung auf Englisch: Bank of Greece – Mint) in Halandri abgebildet. Am unteren Rand des Münzmotivs befindet sich das Signet „ΣΤΑΜ“ des Designers Georgios Stamatopoulos."
256,750. Geburtstag Dante Alighieris,Italy,2015,3.515,True,,2 euro,"Durante degli Alighieri genannt „Dante“ (1265–1321), italienischer Philosoph, war einer der bedeutendsten Dichter des europäischen Mittelalters. Er überwand mit der Göttlichen Komödie das bis dahin dominierende Latein und führte das Italienische zu einer Literatursprache. Das Werk gilt als italienisches Nationalepos. Die von Silvia Petrassi anlässlich seines 750. Geburtstags gestaltete Gedenkmünze zeigt Dante nach einem 1465 in der Kathedrale von Florenz geschaffenen Fresko Domenico di Michelinos mit einem offenen Buch in der linken Hand, vor dem Läuterungsberg („Purgatorio“) aus der Göttlichen Komödie. Hinter der von einem Engel bewachten Pforte büßen die Seelen auf sieben Terrassen, sich dem Licht entgegenschraubend. Oben steht der Name des Dichters „DANTE ALIGHIERI“, darunter als Landeskennung die Ligatur „RI“ (Repubblica Italiana, Italienische Republik), rechts ist das Münzstättenzeichen „R“ der Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom dargestellt. Unten stehen zweizeilig die Jahresangaben „1265“ und „2015“ als Geburtsjahr Dantes bzw. Ausgabejahr der Münze und links die Initialen „SP“ der Designerin."
250,750. Geburtstag Dante Alighieris,San Marino,2015,0.102,True,,2 euro,"Dante Alighieri (1265–1321) war ein italienischer Dichter und Philosoph. Er überwand mit der um 1307 bis 1320 in Altitalienisch (bzw. Toskanisch) verfassten Göttlichen Komödie das bis dahin dominierende Latein und führte das Italienische zu einer Literatursprache. Er gilt als einer der bekanntesten Autoren der italienischen Literatur sowie des europäischen Mittelalters. Zu seinem 750. Geburtstag schuf Annalisa Masini den Münzentwurf nach einem 1495 entstandenen Gemälde Sandro Botticellis. Es zeigt den Dichter im Profil, einen Lorbeerkranz auf dem Haupt und daneben einen stilisierten Buchrücken mit übereinanderstehenden, den Namen „DANTE“ bildenden Majuskeln, die einer der ersten Ausgaben der Divina Commedia entlehnt sind. Rechts ist der Name des Ausgabestaats „SAN MARINO“ zu sehen, daneben (v. o. n. u.) befinden sich das Münzstättenzeichen „R“ der italienischen Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom, die Jahreszahlen „1265“ und „2015“ sowie das Signet „AM“ der Designerin."
289,800. Jahrestag der Grundsteinlegung der ersten Befestigung auf dem Felsen,Monaco,2015,0.01,False,,2 euro,"Das heutige Monaco war ein antiker Handelsplatz der Phönizier und später der Griechen, die hier an der Nordküste des westlichen Mittelmeers einen Herakles-Tempel errichtet hatten, der bald den Beinamen „Monoikos“ (einzelnes Haus) erhielt. Als der Ort ein römischer Hafen wurde, erhielt er den Namen „Herculis Monoeci Portus“, woraus verkürzt Monaco entstand. 1215 fasste die zum Patriziat der Republik Genua gehörende Familie Grimaldi hier Fuß. Das vom Atelier de Gravures der Monnaie de Paris gestaltete Münzmotiv zeigt einen Turm auf einem Felsen am Meer. Unten wird als Ausgabeanlass „1215 ♦ FONDATION DE LA FORTERESSE ♦ 2015“ (1215 ♦ Gründung der Festung ♦ 2015) genannt und oben „MONACO“ als Ausgabestaat, flankiert links vom französischen Münzstättenzeichen, einem Füllhorn, rechts einem Fünfeck als Münzmeisterzeichen Yves Sampos.263 Diese Münze wurde in der außergewöhnlich geringen Auflage von 10.000 Exemplaren im Herstellungsverfahren „Polierte Platte“ geprägt."
255,Ausrufung der Republik Malta 1974 5. Münze der Serie Verfassungsgeschichte,Malta,2015,0.435,False,,2 euro,"Malta wurde 1974 im Anschluss an Verfassungsänderungen, die von einer großen Mehrheit des maltesischen Parlaments getragen wurden, zu einer Republik erklärt. Das Münzmotiv stellt eine an der Fassade des Präsidentenpalastes581 in Valletta angebrachte Marmortafel dar. Sie zeigt das von 1975 bis 1988 geltende Staatswappen Maltas.582583 Darauf ist ein „Dgħajsa“ oder „Dgħajsa tal-Pass“ genanntes Wassertaxi abgebildet, dessen Bootstyp – wie der der Luzzu genannten maltesischen Fischerboote – möglicherweise phönizischen Ursprungs ist. Neben zwei landwirtschaftlichen Geräten, einer Schaufel und einer „Worfgabel“, mit der das gedroschene Getreide in die Luft geworfen wird, um es von der Spreu zu trennen, ist ein Feigenkaktus dargestellt. Der Gedenktext lautet: „13 TA‘ DIĊEMBRU 1974 MALTA KBURIJA LI L-PARLAMENT TAGHHA B‘ MAĠĠORANZA KBIRA IDDIKJARAHA REPUBBLIKA L-AQWA ĠIEH LI KISBET GHALL-EWWEL DARRA FIL-ĠRAJJA TAGHHA“ (13. Dezember 1974 Malta ist stolz darauf, dass sein Parlament es mit großer Mehrheit zur Republik erklärt hat, dem Besten, das zum ersten Mal erreicht wurde). Der Münzentwurf stammt von Ġanni Bonnici. Oben steht „MALTA – Republic 1974“, unten „2015“. Die Prägung erfolgte in der niederländischen Münzstätte Koninklijke Nederlandse Munt in Utrecht; in Kursmünzensätzen enthaltene Exemplare tragen zwischen dem 5- und 6-Uhr-Stern deren Münzstättenzeichen, einen Hermesstab."
290,Der Storch,Latvia,2015,1.0,False,,2 euro,"Von Mitte April bis Ende August prägen die Nester des Weißstorchs und ihre Bewohner die lettische Landschaft – 5 % aller Weißstörche weltweit werden hier erbrütet. Dem scheuen und versteckt brütenden Schwarzstorch – im Baltikum häufiger als in Mittel- und Westeuropa – gilt seit 10 Jahren ein von der vor 30 Jahren gegründeten „Lettischen Ornithologischen Gesellschaft“ gefördertes Schutzprogramm. Störche generell gelten als Symbol für den Naturschutz. Das Motiv des Storches gab es schon auf der vormaligen nationalen Währung Lats, und zwar auf der 1-Lats-Umlaufmünze.672 Unter dem Motiv ist der Ausgabestaat „LATVIJA“ (Lettland) und darunter das Ausgabejahr „2015“ zu sehen. Die von Olga Šilova gestaltete Münze wurde in der litauischen Münzstätte Lietuvos monetu kalykla in Vilnius geprägt."
263,Dreißigjähriges Bestehen der EU-Flagge Euro-19-Gemeinschaftsausgabe,Austria,2015,2.5,True,,2 euro,"Seit 1950 befasste sich der Europarat mit der Gestaltung einer Flagge für Europa. Der Vorschlag, das Emblem der von Richard Coudenhove-Kalergi 1922 gegründeten Paneuropa-Union636 zu übernehmen, wurde wegen dessen vermeintlich christlicher Symbolik abgelehnt. 1955 einigte man sich auf die am 29. Juni 1985 auch von der Europäischen Gemeinschaft übernommene Europaflagge mit den zwölf (eine Zwölfzahl gilt als Zeichen der Vollkommenheit) goldenen Sternen in kreisförmiger (Einheit symbolisierender) Anordnung auf blauem Hintergrund. Anlässlich des dreißigjährigen Bestehens der EU-Flagge gaben alle 19 EU-Länder, die den Euro als offizielles Zahlungsmittel nutzten, eine gemeinschaftliche 2-Euro-Gedenkmünze aus. Es standen fünf Motive zur Auswahl, für die man in einem Onlinevoting abstimmen konnte.637 Das Ergebnis stand am 28. Mai 2015 fest: Der realisierte Münzentwurf stammt von Georgios Stamatopoulos, Münzdesigner bei der Bank von Griechenland, dessen Initialen „ΓΣ“ rechts unten zu sehen sind. Er zeigt zwölf stilisierte Personen im Kreis um eine Europaflagge mit den zwölf Eurosternen. Die nationalen Prägungen differieren nur in der Nennung der ausgebenden Länder in den jeweiligen Landessprachen. Abweichend davon ist auf der luxemburgischen Münze zusätzlich ein Latentbild Großherzog Henris aufgeprägt, da nach luxemburgischem Recht keine nationale Münze ohne das Bildnis des Staatsoberhauptes herausgegeben werden darf (oder zumindest nicht ohne sein Monogramm638). Die estnische Münzvariante wurde in der litauischen Münzstätte Lietuvos monetų kalykla in Vilnius geprägt, die maltesische in der Königlichen Niederländischen Münze in Utrecht, die slowenische in der slowakischen Prägeanstalt Mincovňa Kremnica in Kremnica. Lettland beauftragte die Staatliche Münze Stuttgart, Zypern die griechische Münzstätte Νομισματοκοπείο / Nomismatokopeio in Halandri und Irland ließ die im Herstellungsverfahren Polierte Platte gefertigten Münzexemplare von der Münze Österreich in Wien prägen. Im „Journal officiel de la République française“ wird zur französischen Ausgabe der Gemeinschaftsausgabe mitgeteilt, dass bei je 10.000 im Herstellungsverfahren „Spiegelglanz“ bzw. „Polierte Platte“ geprägten Exemplaren die Flagge in Blau koloriert wird.639 Qua Ausgabe durch Frankreich sind auch sie gesetzliches Zahlungsmittel. Allerdings sehen die EU-rechtlichen technischen Spezifikationen die Verwendung eines Farbaufdrucks nicht vor. Eigentlich sollte es kolorierte Umlaufmünzen nicht geben; jedoch werden sie von der EU toleriert, zumal sie nur in kleiner Stückzahl hergestellt und gesondert verpackt und damit dem Grunde nach nicht als Zahlungsmittel gebraucht werden.418 Die Niederlande haben 1000 PP-Sätze mit drei kolorierten und einer „normalen“ PP-Münze herausgegeben.640"
273,Dreißigjähriges Bestehen der EU-Flagge Euro-19-Gemeinschaftsausgabe,Belgium,2015,0.412,True,,2 euro,"Seit 1950 befasste sich der Europarat mit der Gestaltung einer Flagge für Europa. Der Vorschlag, das Emblem der von Richard Coudenhove-Kalergi 1922 gegründeten Paneuropa-Union636 zu übernehmen, wurde wegen dessen vermeintlich christlicher Symbolik abgelehnt. 1955 einigte man sich auf die am 29. Juni 1985 auch von der Europäischen Gemeinschaft übernommene Europaflagge mit den zwölf (eine Zwölfzahl gilt als Zeichen der Vollkommenheit) goldenen Sternen in kreisförmiger (Einheit symbolisierender) Anordnung auf blauem Hintergrund. Anlässlich des dreißigjährigen Bestehens der EU-Flagge gaben alle 19 EU-Länder, die den Euro als offizielles Zahlungsmittel nutzten, eine gemeinschaftliche 2-Euro-Gedenkmünze aus. Es standen fünf Motive zur Auswahl, für die man in einem Onlinevoting abstimmen konnte.637 Das Ergebnis stand am 28. Mai 2015 fest: Der realisierte Münzentwurf stammt von Georgios Stamatopoulos, Münzdesigner bei der Bank von Griechenland, dessen Initialen „ΓΣ“ rechts unten zu sehen sind. Er zeigt zwölf stilisierte Personen im Kreis um eine Europaflagge mit den zwölf Eurosternen. Die nationalen Prägungen differieren nur in der Nennung der ausgebenden Länder in den jeweiligen Landessprachen. Abweichend davon ist auf der luxemburgischen Münze zusätzlich ein Latentbild Großherzog Henris aufgeprägt, da nach luxemburgischem Recht keine nationale Münze ohne das Bildnis des Staatsoberhauptes herausgegeben werden darf (oder zumindest nicht ohne sein Monogramm638). Die estnische Münzvariante wurde in der litauischen Münzstätte Lietuvos monetų kalykla in Vilnius geprägt, die maltesische in der Königlichen Niederländischen Münze in Utrecht, die slowenische in der slowakischen Prägeanstalt Mincovňa Kremnica in Kremnica. Lettland beauftragte die Staatliche Münze Stuttgart, Zypern die griechische Münzstätte Νομισματοκοπείο / Nomismatokopeio in Halandri und Irland ließ die im Herstellungsverfahren Polierte Platte gefertigten Münzexemplare von der Münze Österreich in Wien prägen. Im „Journal officiel de la République française“ wird zur französischen Ausgabe der Gemeinschaftsausgabe mitgeteilt, dass bei je 10.000 im Herstellungsverfahren „Spiegelglanz“ bzw. „Polierte Platte“ geprägten Exemplaren die Flagge in Blau koloriert wird.639 Qua Ausgabe durch Frankreich sind auch sie gesetzliches Zahlungsmittel. Allerdings sehen die EU-rechtlichen technischen Spezifikationen die Verwendung eines Farbaufdrucks nicht vor. Eigentlich sollte es kolorierte Umlaufmünzen nicht geben; jedoch werden sie von der EU toleriert, zumal sie nur in kleiner Stückzahl hergestellt und gesondert verpackt und damit dem Grunde nach nicht als Zahlungsmittel gebraucht werden.418 Die Niederlande haben 1000 PP-Sätze mit drei kolorierten und einer „normalen“ PP-Münze herausgegeben.640"
275,Dreißigjähriges Bestehen der EU-Flagge Euro-19-Gemeinschaftsausgabe,Cyprus,2015,0.35,True,,2 euro,"Seit 1950 befasste sich der Europarat mit der Gestaltung einer Flagge für Europa. Der Vorschlag, das Emblem der von Richard Coudenhove-Kalergi 1922 gegründeten Paneuropa-Union636 zu übernehmen, wurde wegen dessen vermeintlich christlicher Symbolik abgelehnt. 1955 einigte man sich auf die am 29. Juni 1985 auch von der Europäischen Gemeinschaft übernommene Europaflagge mit den zwölf (eine Zwölfzahl gilt als Zeichen der Vollkommenheit) goldenen Sternen in kreisförmiger (Einheit symbolisierender) Anordnung auf blauem Hintergrund. Anlässlich des dreißigjährigen Bestehens der EU-Flagge gaben alle 19 EU-Länder, die den Euro als offizielles Zahlungsmittel nutzten, eine gemeinschaftliche 2-Euro-Gedenkmünze aus. Es standen fünf Motive zur Auswahl, für die man in einem Onlinevoting abstimmen konnte.637 Das Ergebnis stand am 28. Mai 2015 fest: Der realisierte Münzentwurf stammt von Georgios Stamatopoulos, Münzdesigner bei der Bank von Griechenland, dessen Initialen „ΓΣ“ rechts unten zu sehen sind. Er zeigt zwölf stilisierte Personen im Kreis um eine Europaflagge mit den zwölf Eurosternen. Die nationalen Prägungen differieren nur in der Nennung der ausgebenden Länder in den jeweiligen Landessprachen. Abweichend davon ist auf der luxemburgischen Münze zusätzlich ein Latentbild Großherzog Henris aufgeprägt, da nach luxemburgischem Recht keine nationale Münze ohne das Bildnis des Staatsoberhauptes herausgegeben werden darf (oder zumindest nicht ohne sein Monogramm638). Die estnische Münzvariante wurde in der litauischen Münzstätte Lietuvos monetų kalykla in Vilnius geprägt, die maltesische in der Königlichen Niederländischen Münze in Utrecht, die slowenische in der slowakischen Prägeanstalt Mincovňa Kremnica in Kremnica. Lettland beauftragte die Staatliche Münze Stuttgart, Zypern die griechische Münzstätte Νομισματοκοπείο / Nomismatokopeio in Halandri und Irland ließ die im Herstellungsverfahren Polierte Platte gefertigten Münzexemplare von der Münze Österreich in Wien prägen. Im „Journal officiel de la République française“ wird zur französischen Ausgabe der Gemeinschaftsausgabe mitgeteilt, dass bei je 10.000 im Herstellungsverfahren „Spiegelglanz“ bzw. „Polierte Platte“ geprägten Exemplaren die Flagge in Blau koloriert wird.639 Qua Ausgabe durch Frankreich sind auch sie gesetzliches Zahlungsmittel. Allerdings sehen die EU-rechtlichen technischen Spezifikationen die Verwendung eines Farbaufdrucks nicht vor. Eigentlich sollte es kolorierte Umlaufmünzen nicht geben; jedoch werden sie von der EU toleriert, zumal sie nur in kleiner Stückzahl hergestellt und gesondert verpackt und damit dem Grunde nach nicht als Zahlungsmittel gebraucht werden.418 Die Niederlande haben 1000 PP-Sätze mit drei kolorierten und einer „normalen“ PP-Münze herausgegeben.640"
